tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media,text_cleaned,text_length,word_count,urls_count,hashtags_count,mentions_count,media_count,date,hour,day_of_week,total_engagement,cleaned_text,neg_score,neu_score,pos_score,compound_score,sentiment
842715659213529088,It's out! Watch and Share!! Kiana Valenciano - Does She Know (Official Music Video) piped.video/watch?v=xx51P0If…,2017-03-17 12:34:00,en,36f111be52d9886c,0,168,1,False,,True,False,"[""https://piped.video/watch?v=xx51P0IffF4&feature=share""]",[],[],[],it's out! watch and share!! kiana valenciano - does she know official music video piped.videowatch?vxx51p0if...,111,15,1,0,0,0,2017-03-17,12,Friday,169,its out watch and share kiana valenciano does she know official music video pipedvideowatchvxxpif,0.0,0.855,0.145,0.296,positive
836225170511581185,Yung <3 ko naman.Kulang na lang si @hellobangsie fave people on earth ko na sana yung magkakasama! I love you guys! @JustSarahG @JayeHanash,2017-02-27 14:43:00,tl,36f111be52d9886c,0,0,0,False,,False,True,[],[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FC5pFqRTVUAAdahJ.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",yung 3 ko naman.kulang na lang si fave people on earth ko na sana yung magkakasama! i love you guys!,100,20,0,0,0,1,2017-02-27,14,Monday,0,yung ko namankulang na lang si fave people on earth ko na sana yung magkakasama i love you guys,0.0,0.693,0.307,0.7964,positive
821719702971875328,Yung PAKAK na fierce look ni Ms Kelly at Iris!Intense na ito! <3 @kimsmolina @hellobangsie,2017-01-18 14:03:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],yung pakak na fierce look ni ms kelly at iris!intense na ito! 3,63,13,0,0,0,0,2017-01-18,14,Wednesday,0,yung pakak na fierce look ni ms kelly at irisintense na ito,0.0,1.0,0.0,0.0,neutral
811008290100387840,E yung mapapatutok ka sa TV pag commercial na ni @JayeHanash. Maka-inom na nga lang ng Milo :),2016-12-20 00:40:00,tl,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],e yung mapapatutok ka sa tv pag commercial na ni . maka-inom na nga lang ng milo,80,17,0,0,0,0,2016-12-20,0,Tuesday,0,e yung mapapatutok ka sa tv pag commercial na ni makainom na nga lang ng milo,0.0,1.0,0.0,0.0,neutral
571829609706102784,"I never thought you'd distract me. Now, stop.",2015-03-01 00:29:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],"i never thought you'd distract me. now, stop.",45,8,0,0,0,0,2015-03-01,0,Sunday,0,i never thought youd distract me now stop,0.242,0.55,0.208,-0.0803,negative
541893571196895233,"This song's message and Sarah's life story. A match made in heaven. <3
#sarahgeronimo #TheGlowBySarah 
piped.video/watch?v=MHsRwP78…",2014-12-08 09:54:00,en,36f111be52d9886c,5,5,0,False,,False,False,"[""https://piped.video/watch?v=MHsRwP789ko&feature=piped.video""]","[""#sarahgeronimo"", ""#TheGlowBySarah""]",[],[],this song's message and sarah's life story. a match made in heaven. 3 sarahgeronimo theglowbysarah piped.videowatch?vmhsrwp78...,128,16,1,2,0,0,2014-12-08,9,Monday,10,this songs message and sarahs life story a match made in heaven sarahgeronimo theglowbysarah pipedvideowatchvmhsrwp,0.0,0.798,0.202,0.5106,positive
536908739748446208,"In YOUR time Lord, in YOUR time.",2014-11-24 15:46:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],"in your time lord, in your time.",32,7,0,0,0,0,2014-11-24,15,Monday,0,in your time lord in your time,0.0,1.0,0.0,0.0,neutral
533605711670833152,@aubzome @yanimagus @markschist e di june o july? para may time pa ko para magpapayat.hahaha lels,2014-11-15 13:01:00,tl,36f111be52d9886c,0,0,1,False,,False,False,[],[],[],[],e di june o july? para may time pa ko para magpapayat.hahaha lels,65,13,0,0,0,0,2014-11-15,13,Saturday,1,e di june o july para may time pa ko para magpapayathahaha lels,0.0,1.0,0.0,0.0,neutral
528813706239438848,oh how i love @edsheeran :),2014-11-02 07:39:00,en,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],oh how i love,13,4,0,0,0,0,2014-11-02,7,Sunday,0,oh how i love,0.0,0.323,0.677,0.6369,positive
516063928539820032,@kuagelo CUTE!!:)),2014-09-28 03:16:00,so,36f111be52d9886c,0,0,0,False,,False,False,[],[],[],[],cute!!,6,1,0,0,0,0,2014-09-28,3,Sunday,0,cute,0.0,0.0,1.0,0.4588,positive
